no,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,UserInfo_25,UserInfo_26,UserInfo_27,UserInfo_28,UserInfo_29,UserInfo_30,UserInfo_31,UserInfo_32,UserInfo_33,UserInfo_34,UserInfo_35,UserInfo_36,UserInfo_37,UserInfo_38,UserInfo_39,UserInfo_40,UserInfo_41,UserInfo_42,UserInfo_43,UserInfo_44,UserInfo_45,UserInfo_46,UserInfo_47,UserInfo_48,UserInfo_49,UserInfo_50,UserInfo_51,UserInfo_52,UserInfo_53,UserInfo_54,UserInfo_55,UserInfo_56,UserInfo_57,UserInfo_58,UserInfo_59,UserInfo_60,UserInfo_61,UserInfo_62,UserInfo_63,UserInfo_64,UserInfo_65,UserInfo_66,UserInfo_67,UserInfo_68,UserInfo_69,UserInfo_70,UserInfo_71,UserInfo_72,UserInfo_73,flag,UserInfo_74,UserInfo_75,UserInfo_76,UserInfo_77,UserInfo_78,UserInfo_79,UserInfo_80,UserInfo_81,UserInfo_82,UserInfo_83,UserInfo_84,UserInfo_85,UserInfo_86,UserInfo_87,UserInfo_88,UserInfo_89,UserInfo_90,UserInfo_91,UserInfo_92,UserInfo_93,UserInfo_94,UserInfo_95,UserInfo_96,UserInfo_97,UserInfo_98,UserInfo_99,UserInfo_100,UserInfo_101,UserInfo_102,UserInfo_103,UserInfo_104,UserInfo_105,UserInfo_106,UserInfo_107,UserInfo_108,UserInfo_109,UserInfo_110,UserInfo_111,UserInfo_112,UserInfo_113,UserInfo_114,UserInfo_115,UserInfo_116,UserInfo_117,UserInfo_118,UserInfo_119,UserInfo_120,UserInfo_121,UserInfo_122,UserInfo_123,UserInfo_124,UserInfo_125,UserInfo_126,UserInfo_127,UserInfo_128,UserInfo_129,UserInfo_130,UserInfo_131,UserInfo_132,UserInfo_133,UserInfo_134,UserInfo_135,UserInfo_136,UserInfo_137,UserInfo_138,UserInfo_139,UserInfo_140,UserInfo_141,UserInfo_142,UserInfo_143,UserInfo_144,UserInfo_145,UserInfo_146,UserInfo_147,UserInfo_148,UserInfo_149,UserInfo_150,UserInfo_151,UserInfo_152,UserInfo_153,UserInfo_154,UserInfo_155,UserInfo_156,UserInfo_157,UserInfo_158,UserInfo_159,UserInfo_160,UserInfo_161,UserInfo_162,UserInfo_163,UserInfo_164,UserInfo_165,UserInfo_166,UserInfo_167,UserInfo_168,UserInfo_169,UserInfo_170,UserInfo_171,UserInfo_172,UserInfo_173,UserInfo_174,UserInfo_175,UserInfo_176,UserInfo_177,UserInfo_178,UserInfo_179,UserInfo_180,UserInfo_181,UserInfo_182,UserInfo_183,UserInfo_184,UserInfo_185,UserInfo_186,UserInfo_187,UserInfo_188,UserInfo_189,UserInfo_190,UserInfo_191,UserInfo_192,UserInfo_193,UserInfo_194,UserInfo_195,UserInfo_196,UserInfo_197,UserInfo_198,UserInfo_199,UserInfo_200,UserInfo_201,UserInfo_202,UserInfo_203,UserInfo_204,UserInfo_205,UserInfo_206,UserInfo_207,UserInfo_208,UserInfo_209,UserInfo_210,UserInfo_211,UserInfo_212,UserInfo_213,UserInfo_214,UserInfo_215,UserInfo_216,UserInfo_217,UserInfo_218,UserInfo_219,UserInfo_220,UserInfo_221,UserInfo_222,UserInfo_223,UserInfo_224,UserInfo_225,UserInfo_226,UserInfo_227,UserInfo_228,UserInfo_229,UserInfo_230,UserInfo_231,UserInfo_232,UserInfo_233,UserInfo_234,UserInfo_235,UserInfo_236,UserInfo_237,UserInfo_238,UserInfo_239,UserInfo_240,UserInfo_241,UserInfo_242,UserInfo_243,UserInfo_244,UserInfo_245,UserInfo_246,UserInfo_247,UserInfo_248,UserInfo_249,UserInfo_250,UserInfo_251,UserInfo_252,UserInfo_253,UserInfo_254,UserInfo_255,UserInfo_256,UserInfo_257,UserInfo_258,UserInfo_259,UserInfo_260,UserInfo_261,UserInfo_262,UserInfo_263,UserInfo_264,UserInfo_265,UserInfo_266,UserInfo_267,UserInfo_268,UserInfo_269,UserInfo_270
2825,,,0,0,,0,0,,,0,,2,0,0,,,,,,0,,,,0,,1,2.88,0,,0,0,,,,,,0,0,,1,,0,1,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,2.88,2.88,,,,0,,,0,,,0,0,,49999,,0,0,0,0,0,0,,,,,2.88,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,,,0,1,0,,,0,
2826,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,,9790,0,0,3332,0,0,,,0,20,2,0,0,,,9790,,,9790,,1,3,0,,1,9792.88,0,,0,0,0,1,,,,0,1,0,4,,0,1,0,,11,0,,,1,2,0,,,1,0,,,0,0,0,0,979,,0,0,,,0,,,,0,0,0,,0,0,1,0,979,,27,0,0,,,0,,0,0,0,979,4,0,0,9790,0,0,0,,0,0,0,0,,0,,,2,,2,1,,1,,,0,0,,,,,,,0,,0,0,0,8,,0,2.88,2.88,0,3348,,0,0,,0,,0,0,0,,,,2,0,1,0,0,0,0,0,0,,2.88,,0,0,0,0,0,0,1,0,,0,,,,0,0,0,0,0,9790,1,,,0,9790,,0,,,,0,0,0,,3,0,0,50000,,,1,979,0,,0,,20,,,2,,3348,0,0,,0,0,,0,0,0,0,2,,2,0,2,0,0,0,0,,0,,0,0,,,0,0,,0,43500,0,,,,,0,0,2431.4,0,0,0,0,0,0,2,,,0,,2,,0,4,0,,0,0,
2850,,,0,0,,0,0,,,0,,2,0,0,,5016,0,,,0,,,,0,,0,6165,0,,0,0,,,,,,25,0,,,,0,0,0,,0,0,,44443.6,0,0,0,,0,0,0,,,0,,0,,0,,0,0,311.11,,0,,,,0,1,0,,,,,0,,,39,0,0,,,0,,0,0,1,0,,,0,6165,0,0,0,,0,0,0,0,5824.53,0,,,1,,0,,0.965125,,,,0,0,,,7609,,,,0,,0,,0,,,,0,0,0,,,0,0,,0,,,0,0,,49999,,1,0,0,0,2758.63,0,0,,0,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,6165,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,0,,1,0,,,0,,5990.28,,0,0,0,,0,0,1,0,0,,0,30000,,,10,0,,,0,10,,0,6000,,,,,,0,,,0,,4,0,0,,1,,,,,,,0,2,0,,0,0,
2866,,,0,0,,0,0,,,1,,2,1,0,,,,,,0,,,,0,,1,264,0,,0,0,,,,,,0,0,,3,,0,2,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,85,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,2,,,0,264,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,264,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,4,,,0,0,,0,,,,,0,0,,,0,0,10000,,,1,0,1,,,,,,,0,,,0,0,,,0,,0,,0,0,3,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,50000,,,,,,0,,,0,,4,0,0,,1,,,,,,,0,2,0,,,0,
2870,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,37800,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,1,,,1,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,114000,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
2875,,,0,0,,0,0,,,2,,2,0,0,,278,0,,994.4,0,,,,0,,0,0,-16615.13,,0,0,,,,,,26,0,,6,,0,0,0,,0,0,,3000,1,0,,,0,0,0,,,0,,0,,0,,0,0,21,,2,,,,14.51,0,0,,,,,1,,,20,0,0,,,0,198.88,0,0,1,-121.31,,,0,0,17.16,0,0,,0,0,0,,1012.5,0,,,2,,0,,1.006833333,,1,,0,0,,,,,,,0,,0,,0,3,,,0,0,0,,,0,0,,0,1,,17.16,0,,,,1,3,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,168,,,1,0,0,,,,,0,,0,0,,0,0,,,1,,3037.5,,1,0,0,,0,0,3,0,0,,0,15000,,0,3,0,,,10.54,0,,2,3000,,,,,,0,,,0,,0,2,1,,3,,,,,2,,0,2,0,,0,0,
2879,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,88900,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12447,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
2907,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,,,7538,0,,0,66000,,,0,,11216,0,0,0,1726,,,,0,,,,0,,0,29268.33,180.49,,0,0,,,,,,37,0,,1,,0,0,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,10060.95,0,0,,0,,,1,,,47,0,0,,,0,,0,0,1,698.53,,,0,0,180.49,0,0,32385.4,0,0,0,,,0,0,,3,,0,,0.997160048,,,,0,0,,,,,,,0,,0,,0,37,,,0,40,,,,0,,,0,,,8812.94,0,,,,1,0,0,0,414.8,0,,,,,0,,,0,0,,0,0,,,763038,0,,,,0,0,0,0,1,,0,,,1,4006.14,,0,,,,,0,0,3,,0,262.99,14441,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,1,,0,1,5,0,0,,0,,,,5,0,,,0,5,,0,4000,,,,,,29228.33,,,0,,4,2,0,,5,,,,,,,0,4,0,,,0,
2917,,,0,0,,0,0,,,3,,2,0,0,0,4188,,,,0,,,,0,,0,0.5,16.14,,0,0,,,,,,9,0,,,,0,0,0,,0,0,,,3,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,1,,,10,0,0,,,0,,0,0,1,5.79,,,0,0,16.14,0,0,14905,0,0,0,,,0,0,,2,,0,,1.009,,,,0,0,,,,,,,0,,0,,0,,,,0,0.5,,,,0,,,0,,,0,0,,,,0,0,0,0,7504.05,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,4958.1,,0,,,,,0,0,,,0,64.59,,,,0,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,3,0,0,,0,,,,9,0,,,0,9,,0,5000,,,,,,0,,,0,,0,2,0,,3,,,,,,,0,3,0,,,0,
2923,,,0,0,,0,0,,,0,,2,0,0,0,21000,0,,2,0,,,,0,,0,0,0,,0,0,,,,,53.42,42,0,,1,,0,0,0,,0,0,,146389.06,0,0,,,0,0,0,,,0,,0,,0,,0,0,1024.72,,0,,,,0,0,0,,,,,1,,,42,0,0,,,0,0.4,0,0,1,-0.08,,,0,0,0,0,0,10505,0,0,0,,17948.57,0,0,,2,,0,,0.99712963,,1,,0,0,,,,,,,0,,0,,0,36,,,0,0,0,,,0,0,,0,1,,0,0,,,,0,0,0,0,12199.09,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,171000,,,1,0,0,,,,,0,,0,0,,0,0,,,0,,17948.57,,1,0,0,,0,0,2,0,0,,0,90000,,0,11,0,,,0,11,,0,18000,,,,,,0,,,0,,0,1,0,,2,,,,,2,,0,2,0,,0,0,
2937,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,19000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
2941,,,,,1776,,,,,,,2,,,,,,,,,,,3,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,1,,,,,,,2480,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,2,,,,,,0,1,0,,,,0,,,0,,,0,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,3,,,,,,1,,,1,0,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,1,,,,,,,,
2954,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,6,,6,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,,,,0,,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
2997,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3024,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,,,0,0,,0,0,,,1,,2,0,0,,797,0,,,0,,,,0,,0,0,0,,0,0,,,,,,19,1,,3,,0,0,0,,0,0,,17510.87,0,0,,,0,0,0,,,0,,0,,0,,0,0,122.58,,0,,,,0,0,0,,0,,,1,,,30,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,,0,0,0,,5008.02,0,,,2,,0,,1.0021,,,,0,0,,,,,,,0,,0,,0,10,,,0,0,0,,,0,0,,0,,,0,0,,,,2,0,0,0,1508.11,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,14389,,,1,0,0,,,,,,,0,0,,0,0,,,1,,5034.73,,1,0,0,,0,0,2,0,0,,0,25000,,,6,0,,,0,6,,0,5000,,,,,,0,,,0,,0,1,0,,2,,,,,1,,0,2,0,,0,0,
3039,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3044,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49999,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,18400,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
3056,,23480,0,0,2889,0,0,,,2,14,2,1,0,0,,71480,,,72952,,2,1,1,,0,73285,0,,0,0,1,1,,,,5,1,0,2,,1,0,0,,12,0,,,4,5,0,0,0,3,0,,,0.65,0,0,0,12168,,0,0,,1,0,,,,0,0,0,,0,0,4,1,12168,,,0,0,3.91,13700,0,,0,0,1,-4.35,4,0,0,72952,0,0,0,31901.59,12121.64,0,1,0,,0,0,,4,,5,0,,6,,,0,0,,,,,,,0,,0,2,0,,,48000,0,0,1,253,13931.78,0,0,,0,,1,0,0,,,,2,0,3,333,0,0,0,0,0,,0,,0,0,0,0,0,0,2,0,,0,,,,0,0,0,0,0,72952,0,,1,0,72952,,0,,,,0,0,0,,0,333,0,,,,0,12168,0,,0,,99,,,5,,2906,1,0,,0,0,3.91,0,0,1,0,0,,5,0,6,0,0,0,0,,1,,4,0,,6,0,0,,0,,4,,0,4,4,0,0,,333,0,0,1,0,0,6,,,0,,2,,0,8,0,,6,12000,
3063,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3085,,,0,0,,0,0,,,2,,2,0,0,0,596,,,,0,,,,0,,0,0,0,,0,0,,,,,,4,0,,,,0,0,0,,0,0,,,2,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,12,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,33789,0,0,0,,,0,0,,2,,0,,0.949444444,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,1670,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,2860.41,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,2,0,0,,0,,,,4,0,,,0,4,,0,3000,,,,,,0,,,0,,0,1,0,,2,,,,,2,,0,2,0,,,0,
3094,,,0,0,,126,0,,,0,,1,1,0,80000,19440,,,,38454,,,,0,,0,44393.46,186.86,,0,0,,,,,223.82,994,1,,,,0,0,48056.37,,0,0,,,1,5,,,0,1,0,,,0,,0,,6520,,0,21000,,,0,,,1,0,0,2,,0,,,1,,,71,99233.24,0,,,0,,0,0,3,-9705.81,,,0,38454,53461.12,0,0,24427,0,0,1,,,0,1,0,4,,5,,1.009800926,,,,0,2999277.18,,,,1,,,38454,,0,,0,,,,0,5699.46,,,,0,,,0,,,0,3,,79800,,1,0,1,240,18155.82,0,,,,,0,,,0,0,,0,0,,,,0,,,,1,0,0,0,0,,0,,,1,72863.67,,0,,,,,0,0,3,,120,93.36,,,,1,6520,0,,,,,,,5,,,1,5594.46,,,0,,0,,1,0,1,,5,0,7,0,0,,0,,,,142,0,,,-254651.86,16,,0,72000,2,,,,,0,,,240,,4,2,0,,7,,,,,1,,0,10,0,,,0,
3098,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,80000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3103,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,5,,,,,,,,,1,,,,,,,,
3104,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,
3105,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,,0,0,,,,0,0,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,11,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,6843.91,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,0,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,0,,0,0,2,0,0,,0,,,,0,0,,,0,0,,0,10000,,,,,,0,,,0,,0,2,0,,2,,,,,1,,0,1,0,,,0,
3106,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6693,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3117,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3139,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,18000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3145,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
