no,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,UserInfo_25,UserInfo_26,UserInfo_27,UserInfo_28,UserInfo_29,UserInfo_30,UserInfo_31,UserInfo_32,UserInfo_33,UserInfo_34,UserInfo_35,UserInfo_36,UserInfo_37,UserInfo_38,UserInfo_39,UserInfo_40,UserInfo_41,UserInfo_42,UserInfo_43,UserInfo_44,UserInfo_45,UserInfo_46,UserInfo_47,UserInfo_48,UserInfo_49,UserInfo_50,UserInfo_51,UserInfo_52,UserInfo_53,UserInfo_54,UserInfo_55,UserInfo_56,UserInfo_57,UserInfo_58,UserInfo_59,UserInfo_60,UserInfo_61,UserInfo_62,UserInfo_63,UserInfo_64,UserInfo_65,UserInfo_66,UserInfo_67,UserInfo_68,UserInfo_69,UserInfo_70,UserInfo_71,UserInfo_72,UserInfo_73,flag,UserInfo_74,UserInfo_75,UserInfo_76,UserInfo_77,UserInfo_78,UserInfo_79,UserInfo_80,UserInfo_81,UserInfo_82,UserInfo_83,UserInfo_84,UserInfo_85,UserInfo_86,UserInfo_87,UserInfo_88,UserInfo_89,UserInfo_90,UserInfo_91,UserInfo_92,UserInfo_93,UserInfo_94,UserInfo_95,UserInfo_96,UserInfo_97,UserInfo_98,UserInfo_99,UserInfo_100,UserInfo_101,UserInfo_102,UserInfo_103,UserInfo_104,UserInfo_105,UserInfo_106,UserInfo_107,UserInfo_108,UserInfo_109,UserInfo_110,UserInfo_111,UserInfo_112,UserInfo_113,UserInfo_114,UserInfo_115,UserInfo_116,UserInfo_117,UserInfo_118,UserInfo_119,UserInfo_120,UserInfo_121,UserInfo_122,UserInfo_123,UserInfo_124,UserInfo_125,UserInfo_126,UserInfo_127,UserInfo_128,UserInfo_129,UserInfo_130,UserInfo_131,UserInfo_132,UserInfo_133,UserInfo_134,UserInfo_135,UserInfo_136,UserInfo_137,UserInfo_138,UserInfo_139,UserInfo_140,UserInfo_141,UserInfo_142,UserInfo_143,UserInfo_144,UserInfo_145,UserInfo_146,UserInfo_147,UserInfo_148,UserInfo_149,UserInfo_150,UserInfo_151,UserInfo_152,UserInfo_153,UserInfo_154,UserInfo_155,UserInfo_156,UserInfo_157,UserInfo_158,UserInfo_159,UserInfo_160,UserInfo_161,UserInfo_162,UserInfo_163,UserInfo_164,UserInfo_165,UserInfo_166,UserInfo_167,UserInfo_168,UserInfo_169,UserInfo_170,UserInfo_171,UserInfo_172,UserInfo_173,UserInfo_174,UserInfo_175,UserInfo_176,UserInfo_177,UserInfo_178,UserInfo_179,UserInfo_180,UserInfo_181,UserInfo_182,UserInfo_183,UserInfo_184,UserInfo_185,UserInfo_186,UserInfo_187,UserInfo_188,UserInfo_189,UserInfo_190,UserInfo_191,UserInfo_192,UserInfo_193,UserInfo_194,UserInfo_195,UserInfo_196,UserInfo_197,UserInfo_198,UserInfo_199,UserInfo_200,UserInfo_201,UserInfo_202,UserInfo_203,UserInfo_204,UserInfo_205,UserInfo_206,UserInfo_207,UserInfo_208,UserInfo_209,UserInfo_210,UserInfo_211,UserInfo_212,UserInfo_213,UserInfo_214,UserInfo_215,UserInfo_216,UserInfo_217,UserInfo_218,UserInfo_219,UserInfo_220,UserInfo_221,UserInfo_222,UserInfo_223,UserInfo_224,UserInfo_225,UserInfo_226,UserInfo_227,UserInfo_228,UserInfo_229,UserInfo_230,UserInfo_231,UserInfo_232,UserInfo_233,UserInfo_234,UserInfo_235,UserInfo_236,UserInfo_237,UserInfo_238,UserInfo_239,UserInfo_240,UserInfo_241,UserInfo_242,UserInfo_243,UserInfo_244,UserInfo_245,UserInfo_246,UserInfo_247,UserInfo_248,UserInfo_249,UserInfo_250,UserInfo_251,UserInfo_252,UserInfo_253,UserInfo_254,UserInfo_255,UserInfo_256,UserInfo_257,UserInfo_258,UserInfo_259,UserInfo_260,UserInfo_261,UserInfo_262,UserInfo_263,UserInfo_264,UserInfo_265,UserInfo_266,UserInfo_267,UserInfo_268,UserInfo_269,UserInfo_270
14221,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,302075,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14230,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14239,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14242,,0,0,0,765,0,0,,,4,99,2,0,0,,342,17370,,,17370,,1,1,1,,0,17370,-8232.49,,0,0,0,,,1,,13,1,,7,,1,0,0,,12,0,,2024.3,4,5,0,,0,1,0,,,15.86,0,0,0,5790,,0,0,14.17,,1,,,,0,0,0,,,0,,1,5790,,48,0,0,140.19,,0,,0,0,3,5804.52,4,0,0,17370,0,0,0,,0,0,1,0,7654.36,0,,0,4,,5,0,1.45615,0,,,0,0,0,,,,,,0,,0,1,0,,,17370,0,0,1,781,,0,0.01,,0,,,0,0,,101050,,2,0,1,0,14.35,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,0,,,,0,0,0,0,0,17370,0,,,0,17370,,0,,,,0,0,1,,1,0,0,,,,1,5790,0,,,,99,,,4,0,781,1,0,,0,0,140.19,7403.91,,1,0,1,0,4,0,6,0,0,0,0,25000,,,13,0,,43.06,0,0,,1,5000,2,,0.01,13,13,0,,,0,0,0,1,0,0,6,,1633,,,2,1633,0,7,0,1,43.06,0,
14248,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14249,,,0,0,,0,10000,,,0,,1,2,0,,,0,,0,0,,,,0,3478,3,7831,0,,0,0,,,,,,0,0,,,,0,2,0,,0,0,,,1,0,,,0,0,0,0,,0,,0,,0,,0,0,,,0,,,,0,0,0,68170,0,,,1,,,49,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,2,,0,,,,0,,0,0,,,,1,,,0,,0,,0,85,,,3478,3631,0,,,0,0,,0,1,,0,0,,73900,,2,0,0,0,0,0,,,,,3631,,,0,0,,3478,0,,,99575,0,,,,0,0,0,0,0,,3,,,0,0,,0,,210000,99575.27,,0,0,,,0,0,16899,,,1,0,0,,,,,1,,0,,,0,3478,,,1,,0,,0,0,2,,0,0,4,0,0,,0,,,0,0,0,,,0,0,,0,49000,,,,,,4200,,,0,,4,1,0,,4,,,,,,,0,3,0,,0,0,
14253,,,0,0,,0,0,,,0,,2,0,0,,,0,,,0,,,,1,,1,2.88,0,,0,0,,,,,,1,0,,5,,1,1,0,,12,0,,,3,0,0,,,0,0,,,0.36,,0,,0,,0,0,,0,0,,,,0,0,0,,0,,,1,,,,0,0,0.36,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,1,0,,0,,,3,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,2.88,2.88,1,,,0,0,,0,,,0,0,,80900,,2,0,0,0,0,0,0,0,0,,2.88,,0,0,0,0,0,0,,,,0,,,,0,0,0,0,0,,1,,1,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,1,0,,0,0,0,0,,1,0,,,0,0,3,0,0,,0,,,,0,0,,0.36,0,0,,0,,,,0,1,0,0,,,0,,,1,0,,3,,,,,1,,0,3,0,,0.36,0,
14281,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14292,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
14299,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,114000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14320,,,0,0,,0,0,,,2,,2,0,0,,1596,0,,,0,,,,0,,0,0,0,,0,0,,,,,,6,0,,8,,0,0,0,,11,0,,4539,3,0,,,,0,0,,,0,,0,,0,,0,0,31.77,,0,,,,0,0,0,,,,,1,,,19,0,0,,,0,,0,0,2,0,,,0,0,0,0,0,,0,0,0,,2056.07,0,,,2,,0,,0.759583333,,,,0,0,,,,,,,0,,0,,0,3,,,0,0,0,,,0,0,,0,,,0,0,,,,2,0,0,0,382.42,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,7057,,,1,0,0,,,,,,,0,0,,0,0,,,0,,2035.53,,0,0,1,,0,0,3,0,0,,0,15000,,,6,0,,,0,2,,0,3000,,,,,,0,,,0,,0,1,0,,3,,,,,1,,0,3,0,,0,0,
14323,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14326,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14329,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,88900,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14330,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14336,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14328,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14344,,0,0,0,3303,0,0,,,0,99,2,1,0,0,,20116.4,,,20000,,1,1,0,,0,20116.4,0,,0,0,0,1,,,,0,1,1,,,0,0,0,,0,0,,,0,3,0,,0,1,0,,,0,0,0,0,0,,0,0,,,0,,,,0,0,0,,0,0,2,0,0,,117,0,0,,,0,,0,0,0,0,4,0,0,20116.4,0,0,0,3350.76,0,0,0,0,,0,0,,1,,3,0,,0,,,0,0,,,,,,,0,,0,0,0,9,,20116.4,0,0,0,3320,,0,0,,0,,1,0,0,,,,2,0,1,100,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,0,,,,0,0,0,0,0,20116.4,0,,,0,20116.4,,0,,,,0,0,0,,1,0,0,5880,,,1,0,0,,0,,99,,,3,,3320,0,0,,0,0,,0,0,0,0,1,,3,0,1,0,0,0,0,,0,,0,0,,,0,0,,0,57500,,,,,,0,1,,0,0,4,0,0,0,1,,,0,,,,0,3,0,,0,0,
14349,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,668,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,42000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14351,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,504.73,0,0,,,,0,0,0,,0,0,,,0,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,41864,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,11,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,1,,,0,0,5891,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,,0,
14358,,,,,,,,,,,,26595,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,27675,,,1,,,1,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,46500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14364,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,,,,,,,1872,,,,,,,,,94,,,,,,,,,,,,,,,,,,,1,,,,,,0,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,526672,,,,371673,,,0,,,1,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,93000,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
14366,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14369,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,1,0.5,0,,0,0,,,,,,0,0,,,,0,1,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,8,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0.5,0.5,,,,0,,,0,,,0,0,,,,0,0,0,0,0,0,,,,,0.5,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,50000,,,,,,0,,,0,,0,0,0,,1,,,,,,,0,1,0,,,0,
14374,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14390,,,0,0,,0,11000,,,0,,1,0,0,,920,0,,754.2,0,,,,0,,0,2842.4,0,,0,0,,,,,,31,0,,2,,0,0,0,,0,0,,38177.22,2,0,,,0,0,0,0,,0,,0,,0,,0,0,267.24,,0,,,,210.12,0,0,,0,,,2,,,115,0,0,,,0,150.84,0,0,2,-63.63,,,0,0,51.1,0,0,,0,0,0,,2996.34,0,,2,2,,0,,1.001166667,,1,,0,0,,,,,,,94725.45,,0,,0,54,,,0,0,0,,,0,0,,0,1,,51.1,0,,,,0,0,0,0,3198.1,0,,,,,0,,,0,0,,0,0,,,739270,0,,,,0,0,0,0,0,,0,,,1,0,,0,,500000,478642.53,,0,0,785124,,0,92527.84,549587,,,1,0,0,,,,,1,,0,0,,0,0,,,1,,3026.6,,1,0,1,,0,0,4,0,0,,0,15000,,0,15,0,,,0,15,,0,3000,,,,,,2842.4,,,0,,0,2,0,,4,,,,,2,,0,4,0,,0,0,
14428,,,0,0,,0,50000,,,0,,1,2,0,,1671,0,,,0,,,,0,,0,10120,0,,0,0,,,,,,19,0,,5,,0,0,0,,0,0,,5400.84,1,0,,,0,0,0,,,0,,0,,0,,0,0,37.81,,0,,,,0,0,0,,0,,,1,,,82,0,0,,,0,,0,0,2,0,,,0,0,0,0,0,,0,0,0,,8177.81,0,,0,2,,0,,1.020375,,,,0,0,,,,,,,0,,0,,0,64,,,0,1,0,,,0,0,,0,,,0,0,,,,1,0,0,0,520.49,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,1,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,200,,0,0,,,0,,8318.76,,1,0,0,,0,0,6,0,0,,0,40000,,,6,0,,,0,6,,0,8000,,,,,,10120,,,0,,4,4,0,,6,,,,,1,,0,3,0,,0,0,
14431,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14449,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14470,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
14474,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,0,0,,,,0,,,0,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,
14483,,,0,0,,0,0,,,0,,2,0,0,,,,,,0,,,,0,,0,3,0,,0,0,,,,,,0,0,,5,,0,0,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,1,,,17,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,6,,,0,3,,,,0,,,0,,,0,0,,,,1,0,0,0,0,0,,,,,3,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,2500,,,1,0,0,1,,,,,0,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,7000,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,,0,
14485,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14506,,,0,0,,0,0,,,2,,2,0,0,,,0,,,0,,,,0,4923.98,2,4923.98,0,,0,0,,,,,,0,0,,3,,0,1,0,,0,0,,,2,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,82491,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,4923.98,4923.98,0,,,0,0,,0,,,0,0,,87900,,2,0,0,0,0,0,,,,,4923.98,,,0,0,,4923.98,0,,,,0,,,,0,0,0,0,0,,2,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,4923.98,,,0,,0,,0,0,,,0,0,2,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,2,,,,,,,0,1,0,,0,0,
14523,,,0,0,,0,0,,,0,,2,0,0,,,,,,0,,,,0,,0,0,0,,0,0,,,,,,0,0,,3,,0,0,0,,0,0,,,1,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,14,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,1,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,3000,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,25000,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,,0,
14529,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,19010,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
